REGION_CODE,REGION_NAME,YEAR,MONTH,ZONE,AVG_TEMP_C,MAX_TEMP_C,MIN_TEMP_C,TEMP_RANGE_C,PRECIPITATION_MM,RAIN_DAYS,HEAVY_RAIN_DAYS,DROUGHT_INDEX,ELEVATION_M,DISTANCE_TO_COAST_KM
GE,Geita,2004,11,Lake,23.79,26.56,20.46,6.1,890.1,10,1,0.0,1440.9,460.9
GE,Geita,2004,12,Lake,23.99,26.32,21.63,4.69,1114.1,10,1,0.0,1440.9,460.9
GE,Geita,2005,1,Lake,23.02,25.32,19.74,5.58,1205.1,20,6,0.0,1440.9,460.9
GE,Geita,2005,2,Lake,23.22,26.34,19.59,6.75,1067.7,15,1,0.0,1440.9,460.9
GE,Geita,2005,3,Lake,22.72,26.47,19.25,7.22,1754.5,21,4,0.0,1440.9,460.9
GE,Geita,2005,4,Lake,22.02,25.81,18.61,7.2,2166.6,23,11,0.0,1440.9,460.9
GE,Geita,2005,5,Lake,21.02,23.96,18.84,5.12,1479.8,23,5,0.0,1440.9,460.9
GE,Geita,2005,6,Lake,20.52,23.73,18.28,5.45,518.2,5,0,0.0,1440.9,460.9
GE,Geita,2005,7,Lake,20.02,23.81,16.19,7.62,243.5,3,0,0.0,1440.9,460.9
GE,Geita,2005,8,Lake,20.52,23.9,16.73,7.17,243.5,4,0,0.0,1440.9,460.9
GE,Geita,2005,9,Lake,21.52,24.0,18.13,5.87,380.9,10,2,0.0,1440.9,460.9
GE,Geita,2005,10,Lake,22.02,24.51,18.52,6.0,655.6,7,2,0.0,1440.9,460.9
GE,Geita,2005,11,Lake,22.52,25.03,17.87,7.16,1067.7,21,6,0.0,1440.9,460.9
GE,Geita,2005,12,Lake,22.72,25.86,20.21,5.65,1342.4,18,5,0.0,1440.9,460.9
GE,Geita,2006,1,Lake,24.24,27.25,20.95,6.3,1318.1,22,7,0.0,1440.9,460.9
GE,Geita,2006,2,Lake,24.44,27.89,21.3,6.59,1166.6,14,6,0.0,1440.9,460.9
GE,Geita,2006,3,Lake,23.94,28.05,21.41,6.64,1924.1,23,7,0.0,1440.9,460.9
GE,Geita,2006,4,Lake,23.24,27.19,20.34,6.85,2378.6,25,13,0.0,1440.9,460.9
GE,Geita,2006,5,Lake,22.24,24.23,19.22,5.01,1621.1,20,11,0.0,1440.9,460.9
GE,Geita,2006,6,Lake,21.74,24.96,17.44,7.52,560.6,8,1,0.0,1440.9,460.9
GE,Geita,2006,7,Lake,21.24,24.06,19.21,4.85,257.6,6,0,0.0,1440.9,460.9
GE,Geita,2006,8,Lake,21.74,25.24,19.08,6.16,257.6,3,0,0.0,1440.9,460.9
GE,Geita,2006,9,Lake,22.74,25.08,19.3,5.79,409.1,4,1,0.0,1440.9,460.9
GE,Geita,2006,10,Lake,23.24,26.08,20.51,5.56,712.1,11,2,0.0,1440.9,460.9
GE,Geita,2006,11,Lake,23.74,26.03,20.62,5.41,1166.6,17,5,0.0,1440.9,460.9
GE,Geita,2006,12,Lake,23.94,25.69,21.16,4.54,1469.6,22,6,0.0,1440.9,460.9
GE,Geita,2007,1,Lake,24.45,26.7,21.86,4.85,1224.8,12,7,0.0,1440.9,460.9
GE,Geita,2007,2,Lake,24.65,26.74,21.82,4.92,1085.0,16,1,0.0,1440.9,460.9
GE,Geita,2007,3,Lake,24.15,27.43,21.07,6.36,1784.1,22,9,0.0,1440.9,460.9
GE,Geita,2007,4,Lake,23.45,26.7,20.34,6.36,2203.6,23,6,0.0,1440.9,460.9
GE,Geita,2007,5,Lake,22.45,24.88,19.7,5.17,1504.4,23,7,0.0,1440.9,460.9
GE,Geita,2007,6,Lake,21.95,24.17,19.47,4.69,525.6,6,1,0.0,1440.9,460.9
GE,Geita,2007,7,Lake,21.45,23.91,17.96,5.95,246.0,3,0,0.0,1440.9,460.9
GE,Geita,2007,8,Lake,21.95,25.1,18.99,6.12,246.0,3,0,0.0,1440.9,460.9
GE,Geita,2007,9,Lake,22.95,28.0,19.51,8.49,385.8,5,1,0.0,1440.9,460.9
GE,Geita,2007,10,Lake,23.45,26.67,19.6,7.07,665.5,9,1,0.0,1440.9,460.9
GE,Geita,2007,11,Lake,23.95,27.64,20.29,7.36,1085.0,12,3,0.0,1440.9,460.9
GE,Geita,2007,12,Lake,24.15,26.94,21.48,5.46,1364.6,20,2,0.0,1440.9,460.9
GE,Geita,2008,1,Lake,22.76,27.35,19.8,7.55,924.4,13,2,0.19,1440.9,460.9
GE,Geita,2008,2,Lake,22.96,26.32,20.71,5.61,822.1,9,2,0.11,1440.9,460.9
GE,Geita,2008,3,Lake,22.46,24.45,19.36,5.09,1333.5,17,5,0.37,1440.9,460.9
GE,Geita,2008,4,Lake,21.76,23.69,18.7,5.0,1640.4,23,8,0.44,1440.9,460.9
GE,Geita,2008,5,Lake,20.76,22.01,16.81,5.2,1129.0,12,2,0.3,1440.9,460.9
GE,Geita,2008,6,Lake,20.26,23.51,16.83,6.67,413.0,4,0,0.0,1440.9,460.9
GE,Geita,2008,7,Lake,19.76,23.08,16.98,6.1,208.4,3,0,0.0,1440.9,460.9
GE,Geita,2008,8,Lake,20.26,23.75,17.98,5.77,208.4,4,0,0.0,1440.9,460.9
GE,Geita,2008,9,Lake,21.26,26.05,17.96,8.08,310.7,3,0,0.0,1440.9,460.9
GE,Geita,2008,10,Lake,21.76,24.93,19.07,5.86,515.3,6,1,0.0,1440.9,460.9
GE,Geita,2008,11,Lake,22.26,24.74,20.11,4.63,822.1,8,0,0.11,1440.9,460.9
GE,Geita,2008,12,Lake,22.46,24.17,17.03,7.14,1026.7,13,3,0.25,1440.9,460.9
GE,Geita,2009,1,Lake,24.12,27.13,21.67,5.46,494.2,6,0,2.43,1440.9,460.9
GE,Geita,2009,2,Lake,24.32,27.01,21.19,5.82,445.7,5,1,2.35,1440.9,460.9
GE,Geita,2009,3,Lake,23.82,27.14,20.66,6.48,688.2,9,0,2.61,1440.9,460.9
GE,Geita,2009,4,Lake,23.12,25.54,20.62,4.92,833.8,7,1,2.68,1440.9,460.9
GE,Geita,2009,5,Lake,22.12,25.0,18.76,6.24,591.2,10,3,2.54,1440.9,460.9
GE,Geita,2009,6,Lake,21.62,24.05,19.99,4.06,251.7,4,1,1.5,1440.9,460.9
GE,Geita,2009,7,Lake,21.12,24.58,19.72,4.86,154.7,3,0,0.0,1440.9,460.9
GE,Geita,2009,8,Lake,21.62,24.44,20.0,4.44,154.7,2,0,0.0,1440.9,460.9
GE,Geita,2009,9,Lake,22.62,24.31,20.0,4.31,203.2,2,0,0.77,1440.9,460.9
GE,Geita,2009,10,Lake,23.12,25.96,19.38,6.58,300.2,2,0,1.87,1440.9,460.9
GE,Geita,2009,11,Lake,23.62,25.49,20.61,4.89,445.7,9,0,2.35,1440.9,460.9
GE,Geita,2009,12,Lake,23.82,26.66,21.91,4.75,542.7,13,0,2.49,1440.9,460.9
GE,Geita,2010,1,Lake,24.03,26.05,21.09,4.96,1358.5,23,7,0.0,1440.9,460.9
GE,Geita,2010,2,Lake,24.23,27.8,20.81,6.99,1202.0,16,2,0.0,1440.9,460.9
GE,Geita,2010,3,Lake,23.73,26.45,21.27,5.18,1984.7,22,4,0.0,1440.9,460.9
GE,Geita,2010,4,Lake,23.03,26.08,19.1,6.98,2454.4,23,10,0.0,1440.9,460.9
GE,Geita,2010,5,Lake,22.03,24.63,18.64,5.99,1671.6,25,7,0.0,1440.9,460.9
GE,Geita,2010,6,Lake,21.53,24.83,19.26,5.56,575.8,8,0,0.0,1440.9,460.9
GE,Geita,2010,7,Lake,21.03,22.42,17.55,4.88,262.7,5,0,0.0,1440.9,460.9
GE,Geita,2010,8,Lake,21.53,23.61,18.25,5.36,262.7,2,0,0.0,1440.9,460.9
GE,Geita,2010,9,Lake,22.53,26.05,18.85,7.19,419.2,10,1,0.0,1440.9,460.9
GE,Geita,2010,10,Lake,23.03,25.53,20.44,5.09,732.3,12,1,0.0,1440.9,460.9
GE,Geita,2010,11,Lake,23.53,27.33,21.14,6.19,1202.0,17,7,0.0,1440.9,460.9
GE,Geita,2010,12,Lake,23.73,26.42,21.14,5.28,1515.1,19,4,0.0,1440.9,460.9
GE,Geita,2011,1,Lake,23.94,27.13,21.69,5.44,986.3,12,4,0.0,1440.9,460.9
GE,Geita,2011,2,Lake,24.14,26.45,21.58,4.87,876.3,11,0,0.0,1440.9,460.9
GE,Geita,2011,3,Lake,23.64,26.64,19.76,6.87,1426.4,21,5,0.05,1440.9,460.9
GE,Geita,2011,4,Lake,22.94,25.93,18.85,7.09,1756.5,22,10,0.12,1440.9,460.9
GE,Geita,2011,5,Lake,21.94,24.49,17.25,7.24,1206.4,13,3,0.0,1440.9,460.9
GE,Geita,2011,6,Lake,21.44,25.96,18.53,7.44,436.2,4,1,0.0,1440.9,460.9
GE,Geita,2011,7,Lake,20.94,23.6,17.06,6.54,216.2,1,0,0.0,1440.9,460.9
GE,Geita,2011,8,Lake,21.44,25.03,17.39,7.64,216.2,2,0,0.0,1440.9,460.9
GE,Geita,2011,9,Lake,22.44,24.86,19.59,5.27,326.2,6,0,0.0,1440.9,460.9
GE,Geita,2011,10,Lake,22.94,25.48,19.74,5.74,546.2,4,1,0.0,1440.9,460.9
GE,Geita,2011,11,Lake,23.44,26.34,20.08,6.26,876.3,11,2,0.0,1440.9,460.9
GE,Geita,2011,12,Lake,23.64,26.35,19.67,6.68,1096.3,17,3,0.0,1440.9,460.9
GE,Geita,2012,1,Lake,23.97,27.33,20.95,6.38,1143.4,15,4,0.0,1440.9,460.9
GE,Geita,2012,2,Lake,24.17,27.59,21.84,5.75,1013.7,13,1,0.0,1440.9,460.9
GE,Geita,2012,3,Lake,23.67,26.71,20.85,5.86,1662.0,23,10,0.0,1440.9,460.9
GE,Geita,2012,4,Lake,22.97,26.55,18.16,8.38,2051.0,23,5,0.0,1440.9,460.9
GE,Geita,2012,5,Lake,21.97,24.83,18.0,6.83,1402.7,22,6,0.0,1440.9,460.9
GE,Geita,2012,6,Lake,21.47,26.94,19.17,7.76,495.1,9,0,0.0,1440.9,460.9
GE,Geita,2012,7,Lake,20.97,24.19,18.14,6.05,235.8,4,0,0.0,1440.9,460.9
GE,Geita,2012,8,Lake,21.47,24.27,18.54,5.73,235.8,2,0,0.0,1440.9,460.9
GE,Geita,2012,9,Lake,22.47,25.43,18.96,6.47,365.5,5,0,0.0,1440.9,460.9
GE,Geita,2012,10,Lake,22.97,26.6,21.32,5.28,624.8,7,3,0.0,1440.9,460.9
GE,Geita,2012,11,Lake,23.47,26.69,19.76,6.93,1013.7,14,2,0.0,1440.9,460.9
GE,Geita,2012,12,Lake,23.67,27.52,19.57,7.95,1273.0,14,7,0.0,1440.9,460.9
GE,Geita,2013,1,Lake,23.77,27.38,21.72,5.66,845.1,12,1,0.6,1440.9,460.9
GE,Geita,2013,2,Lake,23.97,27.36,21.57,5.79,752.8,11,0,0.52,1440.9,460.9
GE,Geita,2013,3,Lake,23.47,26.06,21.48,4.59,1214.6,13,3,0.78,1440.9,460.9
GE,Geita,2013,4,Lake,22.77,26.09,20.32,5.76,1491.8,21,4,0.86,1440.9,460.9
GE,Geita,2013,5,Lake,21.77,24.64,19.07,5.58,1029.9,17,4,0.71,1440.9,460.9
GE,Geita,2013,6,Lake,21.27,24.53,17.64,6.89,383.3,5,0,0.0,1440.9,460.9
GE,Geita,2013,7,Lake,20.77,23.14,17.98,5.16,198.5,0,0,0.0,1440.9,460.9
GE,Geita,2013,8,Lake,21.27,23.01,18.9,4.11,198.5,6,0,0.0,1440.9,460.9
GE,Geita,2013,9,Lake,22.27,25.45,19.94,5.51,290.9,5,2,0.0,1440.9,460.9
GE,Geita,2013,10,Lake,22.77,25.79,19.83,5.96,475.6,8,1,0.05,1440.9,460.9
GE,Geita,2013,11,Lake,23.27,25.53,19.56,5.97,752.8,5,1,0.52,1440.9,460.9
GE,Geita,2013,12,Lake,23.47,26.74,20.54,6.2,937.5,17,3,0.66,1440.9,460.9
GE,Geita,2014,1,Lake,23.58,25.85,20.93,4.92,1263.2,20,9,0.0,1440.9,460.9
GE,Geita,2014,2,Lake,23.78,28.05,20.9,7.15,1118.6,18,4,0.0,1440.9,460.9
GE,Geita,2014,3,Lake,23.28,26.16,21.02,5.14,1841.7,25,12,0.0,1440.9,460.9
GE,Geita,2014,4,Lake,22.58,26.63,18.84,7.79,2275.6,21,8,0.0,1440.9,460.9
GE,Geita,2014,5,Lake,21.58,25.28,18.21,7.07,1552.5,17,7,0.0,1440.9,460.9
GE,Geita,2014,6,Lake,21.08,24.24,18.31,5.93,540.0,11,0,0.0,1440.9,460.9
GE,Geita,2014,7,Lake,20.58,23.17,18.23,4.94,250.8,2,0,0.0,1440.9,460.9
GE,Geita,2014,8,Lake,21.08,23.31,16.74,6.57,250.8,2,0,0.0,1440.9,460.9
GE,Geita,2014,9,Lake,22.08,24.75,19.17,5.58,395.4,4,0,0.0,1440.9,460.9
GE,Geita,2014,10,Lake,22.58,25.05,19.83,5.22,684.7,12,1,0.0,1440.9,460.9
GE,Geita,2014,11,Lake,23.08,28.02,18.69,9.33,1118.6,18,4,0.0,1440.9,460.9
GE,Geita,2014,12,Lake,23.28,25.89,19.44,6.45,1407.8,20,3,0.0,1440.9,460.9
GE,Geita,2015,1,Lake,25.4,28.84,22.6,6.23,495.5,7,1,2.42,1440.9,460.9
GE,Geita,2015,2,Lake,25.6,28.65,22.4,6.25,446.8,7,0,2.34,1440.9,460.9
GE,Geita,2015,3,Lake,25.1,27.87,22.42,5.44,690.1,12,3,2.6,1440.9,460.9
GE,Geita,2015,4,Lake,24.4,27.01,21.6,5.42,836.1,11,3,2.68,1440.9,460.9
GE,Geita,2015,5,Lake,23.4,26.41,20.09,6.32,592.8,7,1,2.53,1440.9,460.9
GE,Geita,2015,6,Lake,22.9,26.54,19.12,7.42,252.1,6,0,1.5,1440.9,460.9
GE,Geita,2015,7,Lake,22.4,26.13,19.95,6.18,154.8,0,0,0.0,1440.9,460.9
GE,Geita,2015,8,Lake,22.9,25.7,19.82,5.88,154.8,2,0,0.0,1440.9,460.9
GE,Geita,2015,9,Lake,23.9,26.29,20.85,5.45,203.5,2,0,0.76,1440.9,460.9
GE,Geita,2015,10,Lake,24.4,26.91,23.06,3.85,300.8,3,0,1.87,1440.9,460.9
GE,Geita,2015,11,Lake,24.9,27.87,21.51,6.36,446.8,4,2,2.34,1440.9,460.9
GE,Geita,2015,12,Lake,25.1,27.18,22.51,4.67,544.1,5,0,2.48,1440.9,460.9
GE,Geita,2016,1,Lake,23.64,26.73,20.7,6.03,700.6,12,3,1.35,1440.9,460.9
GE,Geita,2016,2,Lake,23.84,27.09,20.9,6.19,626.3,10,1,1.27,1440.9,460.9
GE,Geita,2016,3,Lake,23.34,27.72,20.32,7.4,997.9,15,2,1.54,1440.9,460.9
GE,Geita,2016,4,Lake,22.64,26.08,19.77,6.31,1220.8,16,2,1.61,1440.9,460.9
GE,Geita,2016,5,Lake,21.64,23.94,18.56,5.38,849.3,9,1,1.46,1440.9,460.9
GE,Geita,2016,6,Lake,21.14,24.21,18.3,5.91,329.1,7,1,0.43,1440.9,460.9
GE,Geita,2016,7,Lake,20.64,24.0,16.69,7.31,180.5,4,0,0.0,1440.9,460.9
GE,Geita,2016,8,Lake,21.14,24.07,19.07,4.99,180.5,1,0,0.0,1440.9,460.9
GE,Geita,2016,9,Lake,22.14,24.66,18.96,5.7,254.8,4,0,0.0,1440.9,460.9
GE,Geita,2016,10,Lake,22.64,26.78,18.97,7.81,403.4,5,0,0.8,1440.9,460.9
GE,Geita,2016,11,Lake,23.14,25.4,18.5,6.9,626.3,10,1,1.27,1440.9,460.9
GE,Geita,2016,12,Lake,23.34,26.76,19.98,6.78,775.0,10,2,1.41,1440.9,460.9
GE,Geita,2017,1,Lake,23.14,24.21,20.89,3.33,1032.4,14,3,0.0,1440.9,460.9
GE,Geita,2017,2,Lake,23.34,26.93,19.83,7.09,916.7,10,3,0.0,1440.9,460.9
GE,Geita,2017,3,Lake,22.84,24.88,19.91,4.97,1495.6,21,5,0.0,1440.9,460.9
GE,Geita,2017,4,Lake,22.14,23.63,19.19,4.44,1843.0,19,6,0.0,1440.9,460.9
GE,Geita,2017,5,Lake,21.14,24.55,17.26,7.29,1264.0,15,6,0.0,1440.9,460.9
GE,Geita,2017,6,Lake,20.64,23.98,17.28,6.7,453.5,9,0,0.0,1440.9,460.9
GE,Geita,2017,7,Lake,20.14,22.68,17.97,4.7,221.9,3,0,0.0,1440.9,460.9
GE,Geita,2017,8,Lake,20.64,22.44,16.85,5.59,221.9,2,0,0.0,1440.9,460.9
GE,Geita,2017,9,Lake,21.64,26.2,17.78,8.42,337.7,1,0,0.0,1440.9,460.9
GE,Geita,2017,10,Lake,22.14,24.7,19.45,5.25,569.3,5,1,0.0,1440.9,460.9
GE,Geita,2017,11,Lake,22.64,26.29,20.52,5.77,916.7,15,2,0.0,1440.9,460.9
GE,Geita,2017,12,Lake,22.84,27.15,19.96,7.19,1148.2,19,6,0.0,1440.9,460.9
GE,Geita,2018,1,Lake,23.7,25.95,21.09,4.86,853.1,10,2,0.56,1440.9,460.9
GE,Geita,2018,2,Lake,23.9,26.34,20.91,5.43,759.7,8,2,0.48,1440.9,460.9
GE,Geita,2018,3,Lake,23.4,26.68,20.66,6.01,1226.6,17,3,0.74,1440.9,460.9
GE,Geita,2018,4,Lake,22.7,26.09,20.32,5.78,1506.7,17,5,0.81,1440.9,460.9
GE,Geita,2018,5,Lake,21.7,25.11,20.18,4.93,1039.8,10,3,0.67,1440.9,460.9
GE,Geita,2018,6,Lake,21.2,24.98,17.79,7.2,386.2,4,0,0.0,1440.9,460.9
GE,Geita,2018,7,Lake,20.7,23.13,18.17,4.96,199.5,4,0,0.0,1440.9,460.9
GE,Geita,2018,8,Lake,21.2,24.44,19.11,5.33,199.5,1,0,0.0,1440.9,460.9
GE,Geita,2018,9,Lake,22.2,25.21,19.22,5.99,292.9,5,0,0.0,1440.9,460.9
GE,Geita,2018,10,Lake,22.7,25.09,20.46,4.63,479.6,10,3,0.0,1440.9,460.9
GE,Geita,2018,11,Lake,23.2,26.45,20.21,6.24,759.7,12,3,0.48,1440.9,460.9
GE,Geita,2018,12,Lake,23.4,25.61,19.72,5.9,946.5,16,6,0.62,1440.9,460.9
GE,Geita,2019,1,Lake,24.88,28.15,21.11,7.04,1191.9,15,2,0.0,1440.9,460.9
GE,Geita,2019,2,Lake,25.08,27.41,22.51,4.91,1056.2,13,4,0.0,1440.9,460.9
GE,Geita,2019,3,Lake,24.58,29.26,21.25,8.01,1734.7,24,4,0.0,1440.9,460.9
GE,Geita,2019,4,Lake,23.88,26.97,21.37,5.61,2141.9,25,14,0.0,1440.9,460.9
GE,Geita,2019,5,Lake,22.88,26.14,19.89,6.25,1463.3,23,10,0.0,1440.9,460.9
GE,Geita,2019,6,Lake,22.38,25.4,18.32,7.08,513.3,7,0,0.0,1440.9,460.9
GE,Geita,2019,7,Lake,21.88,25.27,18.99,6.28,241.9,3,0,0.0,1440.9,460.9
GE,Geita,2019,8,Lake,22.38,24.93,20.36,4.57,241.9,5,0,0.0,1440.9,460.9
GE,Geita,2019,9,Lake,23.38,25.99,18.84,7.15,377.6,3,1,0.0,1440.9,460.9
GE,Geita,2019,10,Lake,23.88,26.34,20.68,5.66,649.0,7,3,0.0,1440.9,460.9
GE,Geita,2019,11,Lake,24.38,27.16,21.37,5.79,1056.2,13,2,0.0,1440.9,460.9
GE,Geita,2019,12,Lake,24.58,28.61,22.1,6.51,1327.6,19,5,0.0,1440.9,460.9
GE,Geita,2020,1,Lake,25.15,28.64,23.35,5.29,918.4,18,2,0.22,1440.9,460.9
GE,Geita,2020,2,Lake,25.35,28.32,23.21,5.11,816.9,16,1,0.14,1440.9,460.9
GE,Geita,2020,3,Lake,24.85,28.82,22.64,6.18,1324.5,16,5,0.4,1440.9,460.9
GE,Geita,2020,4,Lake,24.15,27.67,20.95,6.71,1629.1,24,5,0.47,1440.9,460.9
GE,Geita,2020,5,Lake,23.15,25.7,18.18,7.52,1121.5,16,3,0.33,1440.9,460.9
GE,Geita,2020,6,Lake,22.65,26.22,19.42,6.8,410.7,3,0,0.0,1440.9,460.9
GE,Geita,2020,7,Lake,22.15,24.52,18.18,6.34,207.7,3,0,0.0,1440.9,460.9
GE,Geita,2020,8,Lake,22.65,26.68,18.56,8.12,207.7,2,0,0.0,1440.9,460.9
GE,Geita,2020,9,Lake,23.65,26.03,22.15,3.88,309.2,8,0,0.0,1440.9,460.9
GE,Geita,2020,10,Lake,24.15,27.1,22.16,4.94,512.3,7,1,0.0,1440.9,460.9
GE,Geita,2020,11,Lake,24.65,27.88,19.87,8.01,816.9,11,2,0.14,1440.9,460.9
GE,Geita,2020,12,Lake,24.85,28.7,22.2,6.5,1019.9,15,2,0.28,1440.9,460.9
GE,Geita,2021,1,Lake,24.27,27.11,20.74,6.37,298.1,2,0,3.45,1440.9,460.9
GE,Geita,2021,2,Lake,24.47,26.46,22.1,4.36,274.1,5,0,3.37,1440.9,460.9
GE,Geita,2021,3,Lake,23.97,26.72,21.18,5.54,394.0,3,0,3.63,1440.9,460.9
GE,Geita,2021,4,Lake,23.27,24.96,19.17,5.79,466.0,11,2,3.71,1440.9,460.9
GE,Geita,2021,5,Lake,22.27,25.84,18.48,7.36,346.1,4,0,3.56,1440.9,460.9
GE,Geita,2021,6,Lake,21.77,24.07,19.37,4.7,178.1,3,0,2.53,1440.9,460.9
GE,Geita,2021,7,Lake,21.27,23.64,19.13,4.52,130.1,1,0,0.0,1440.9,460.9
GE,Geita,2021,8,Lake,21.77,27.92,18.27,9.65,130.1,3,0,0.0,1440.9,460.9
GE,Geita,2021,9,Lake,22.77,26.34,20.32,6.02,154.1,3,0,1.79,1440.9,460.9
GE,Geita,2021,10,Lake,23.27,26.8,20.96,5.84,202.1,2,0,2.89,1440.9,460.9
GE,Geita,2021,11,Lake,23.77,26.86,21.0,5.86,274.1,3,0,3.37,1440.9,460.9
GE,Geita,2021,12,Lake,23.97,27.32,21.59,5.73,322.1,6,0,3.51,1440.9,460.9
GE,Geita,2022,1,Lake,24.95,27.04,22.28,4.76,1009.6,16,6,0.0,1440.9,460.9
GE,Geita,2022,2,Lake,25.15,29.44,21.54,7.9,896.7,16,6,0.0,1440.9,460.9
GE,Geita,2022,3,Lake,24.65,26.42,21.5,4.92,1461.4,22,7,0.0,1440.9,460.9
GE,Geita,2022,4,Lake,23.95,27.12,20.13,6.99,1800.2,24,8,0.0,1440.9,460.9
GE,Geita,2022,5,Lake,22.95,24.91,19.27,5.63,1235.5,16,2,0.0,1440.9,460.9
GE,Geita,2022,6,Lake,22.45,25.0,18.09,6.91,444.9,5,2,0.0,1440.9,460.9
GE,Geita,2022,7,Lake,21.95,26.42,19.33,7.09,219.1,6,0,0.0,1440.9,460.9
GE,Geita,2022,8,Lake,22.45,24.75,18.95,5.8,219.1,2,0,0.0,1440.9,460.9
GE,Geita,2022,9,Lake,23.45,26.39,21.33,5.07,332.0,6,1,0.0,1440.9,460.9
GE,Geita,2022,10,Lake,23.95,27.04,20.7,6.34,557.9,8,0,0.0,1440.9,460.9
GE,Geita,2022,11,Lake,24.45,26.67,21.53,5.13,896.7,11,2,0.0,1440.9,460.9
GE,Geita,2022,12,Lake,24.65,30.49,21.09,9.39,1122.6,16,3,0.0,1440.9,460.9
GE,Geita,2023,1,Lake,24.75,28.41,21.61,6.8,894.1,13,5,0.34,1440.9,460.9
GE,Geita,2023,2,Lake,24.95,27.2,21.56,5.64,795.6,10,1,0.26,1440.9,460.9
GE,Geita,2023,3,Lake,24.45,27.57,19.9,7.66,1288.1,20,8,0.53,1440.9,460.9
GE,Geita,2023,4,Lake,23.75,25.54,20.7,4.84,1583.6,19,7,0.6,1440.9,460.9
GE,Geita,2023,5,Lake,22.75,25.06,19.67,5.4,1091.1,18,2,0.45,1440.9,460.9
GE,Geita,2023,6,Lake,22.25,25.6,19.4,6.2,401.6,3,1,0.0,1440.9,460.9
GE,Geita,2023,7,Lake,21.75,24.92,18.29,6.63,204.6,4,0,0.0,1440.9,460.9
GE,Geita,2023,8,Lake,22.25,24.67,20.53,4.14,204.6,4,0,0.0,1440.9,460.9
GE,Geita,2023,9,Lake,23.25,25.87,19.72,6.15,303.1,4,0,0.0,1440.9,460.9
GE,Geita,2023,10,Lake,23.75,26.51,21.0,5.5,500.1,7,3,0.0,1440.9,460.9
GE,Geita,2023,11,Lake,24.25,27.45,20.47,6.98,795.6,17,2,0.26,1440.9,460.9
GE,Geita,2023,12,Lake,24.45,27.72,22.54,5.19,992.6,20,3,0.4,1440.9,460.9
IR,Iringa,2000,1,Southern Highlands,24.08,26.51,21.35,5.17,1664.7,23,11,0.0,476.1,82.6
IR,Iringa,2000,2,Southern Highlands,24.28,27.69,19.31,8.37,1484.0,19,9,0.0,476.1,82.6
IR,Iringa,2000,3,Southern Highlands,23.78,27.36,19.6,7.76,2387.5,24,10,0.0,476.1,82.6
IR,Iringa,2000,4,Southern Highlands,23.08,26.99,20.58,6.42,2929.6,26,10,0.0,476.1,82.6
IR,Iringa,2000,5,Southern Highlands,22.08,24.38,18.54,5.84,2026.1,16,8,0.0,476.1,82.6
IR,Iringa,2000,6,Southern Highlands,21.58,24.48,16.86,7.62,761.2,18,2,0.0,476.1,82.6
IR,Iringa,2000,7,Southern Highlands,21.08,25.5,17.57,7.93,399.8,10,2,0.0,476.1,82.6
IR,Iringa,2000,8,Southern Highlands,21.58,24.3,19.16,5.14,399.8,6,0,0.0,476.1,82.6
IR,Iringa,2000,9,Southern Highlands,22.58,25.43,19.98,5.46,580.5,8,0,0.0,476.1,82.6
IR,Iringa,2000,10,Southern Highlands,23.08,26.5,19.9,6.6,941.9,11,2,0.0,476.1,82.6
IR,Iringa,2000,11,Southern Highlands,23.58,26.42,20.35,6.06,1484.0,17,8,0.0,476.1,82.6
IR,Iringa,2000,12,Southern Highlands,23.78,26.61,21.46,5.15,1845.4,24,10,0.0,476.1,82.6
IR,Iringa,2001,1,Southern Highlands,25.28,28.37,20.52,7.85,1723.1,21,5,0.0,476.1,82.6
IR,Iringa,2001,2,Southern Highlands,25.48,29.18,22.47,6.71,1535.1,24,5,0.0,476.1,82.6
IR,Iringa,2001,3,Southern Highlands,24.98,29.81,22.52,7.3,2475.1,22,7,0.0,476.1,82.6
IR,Iringa,2001,4,Southern Highlands,24.28,27.34,23.0,4.34,3039.1,18,6,0.0,476.1,82.6
IR,Iringa,2001,5,Southern Highlands,23.28,25.46,20.83,4.64,2099.1,23,5,0.0,476.1,82.6
IR,Iringa,2001,6,Southern Highlands,22.78,25.27,19.7,5.58,783.1,13,1,0.0,476.1,82.6
IR,Iringa,2001,7,Southern Highlands,22.28,25.94,19.22,6.72,407.1,3,1,0.0,476.1,82.6
IR,Iringa,2001,8,Southern Highlands,22.78,25.05,20.47,4.58,407.1,3,1,0.0,476.1,82.6
IR,Iringa,2001,9,Southern Highlands,23.78,27.27,19.41,7.86,595.1,11,2,0.0,476.1,82.6
IR,Iringa,2001,10,Southern Highlands,24.28,29.15,22.22,6.94,971.1,10,4,0.0,476.1,82.6
IR,Iringa,2001,11,Southern Highlands,24.78,27.72,21.81,5.91,1535.1,19,8,0.0,476.1,82.6
IR,Iringa,2001,12,Southern Highlands,24.98,27.88,22.94,4.94,1911.1,20,12,0.0,476.1,82.6
IR,Iringa,2002,1,Southern Highlands,25.42,27.59,22.51,5.08,1951.8,26,8,0.0,476.1,82.6
IR,Iringa,2002,2,Southern Highlands,25.62,27.41,22.47,4.94,1735.2,26,10,0.0,476.1,82.6
IR,Iringa,2002,3,Southern Highlands,25.12,27.59,21.58,6.01,2818.2,19,8,0.0,476.1,82.6
